359571 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
359687 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359687 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359686 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359688 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359686 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359686 write(1, "*#* RES_REC\n", 12)    = 12
359686 write(8, "REC_DATA_SIZE=12978\n", 20) = 20
359688 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359686 write(3, "INFO:werkzeug:REC_DATA_SIZE=1297"..., 34) = 34
359688 write(1, "*#* RES_REC\n", 12)    = 12
359688 write(8, "REC_DATA_SIZE=12319\n", 20) = 20
359688 write(3, "INFO:werkzeug:REC_DATA_SIZE=1231"..., 34) = 34
359685 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359686 write(10, "[{\"Name\": \"Thursdays in Savannah"..., 12929) = 12929
359685 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359688 write(11, "[{\"Name\": \"Secure Your Success!:"..., 12270) = 12270
359686 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359685 write(1, "*#* RES_REC\n", 12)    = 12
359686 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359686 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359685 write(8, "REC_DATA_SIZE=12332\n", 20) = 20
359688 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359688 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359685 write(3, "INFO:werkzeug:REC_DATA_SIZE=1233"..., 34) = 34
359688 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359685 write(10, "[{\"Name\": \"A Glimpse of Freedom:"..., 12283) = 12283
359685 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359685 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359685 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359684 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359684 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359684 write(1, "*#* RES_REC\n", 12)    = 12
359703 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
359684 write(8, "REC_DATA_SIZE=12658\n", 20) = 20
359684 write(3, "INFO:werkzeug:REC_DATA_SIZE=1265"..., 34 <unfinished ...>
359703 write(8, "LOG_START_wsgi ,TS=1715874621.42"..., 37 <unfinished ...>
359703 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359703 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359703 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359703 write(8, "PID = \n358864\n", 14) = 14
359703 write(3, "INFO:werkzeug:PID = \n358864\n", 28 <unfinished ...>
359684 write(11, "[{\"Name\": \"K\\u00c3\\u00b6nigsfluc"..., 12609 <unfinished ...>
359703 write(8, "TID = \n359703\n", 14) = 14
359703 write(3, "INFO:werkzeug:TID = \n359703\n", 28) = 28
359703 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359703 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359703 write(8, "LOG_STOP_wsgi, TS=1715874621.421"..., 36) = 36
359684 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359684 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359703 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
359703 write(1, "#*# REQ_SEND\n", 13)   = 13
359684 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359703 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359703 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359705 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359705 write(8, "LOG_START_wsgi ,TS=1715874621.43"..., 38) = 38
359705 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359705 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359705 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359705 write(8, "PID = \n358864\n", 14) = 14
359705 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359705 write(8, "TID = \n359705\n", 14) = 14
359705 write(3, "INFO:werkzeug:TID = \n359705\n", 28) = 28
359705 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359705 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359705 write(8, "LOG_STOP_wsgi, TS=1715874621.436"..., 37) = 37
359705 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359705 write(1, "#*# REQ_SEND\n", 13)   = 13
359705 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359705 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359709 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359709 write(8, "LOG_START_wsgi ,TS=1715874621.52"..., 38) = 38
359709 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359709 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359709 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359709 write(8, "PID = \n358864\n", 14) = 14
359709 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359709 write(8, "TID = \n359709\n", 14) = 14
359709 write(3, "INFO:werkzeug:TID = \n359709\n", 28) = 28
359709 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359709 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359709 write(8, "LOG_STOP_wsgi, TS=1715874621.528"..., 37) = 37
359709 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359709 write(1, "#*# REQ_SEND\n", 13)   = 13
359709 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359709 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359705 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359705 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359705 write(1, "*#* RES_REC\n", 12)    = 12
359705 write(8, "REC_DATA_SIZE=11971\n", 20) = 20
359705 write(3, "INFO:werkzeug:REC_DATA_SIZE=1197"..., 34) = 34
359705 write(13, "[{\"Name\": \"The Transall Saga\", \""..., 11922) = 11922
359705 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359705 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359705 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359712 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
359712 write(8, "LOG_START_wsgi ,TS=1715874622.31"..., 37) = 37
359712 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
359712 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359712 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359712 write(8, "PID = \n358864\n", 14) = 14
359712 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359712 write(8, "TID = \n359712\n", 14) = 14
359712 write(3, "INFO:werkzeug:TID = \n359712\n", 28) = 28
359712 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359712 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359712 write(8, "LOG_STOP_wsgi, TS=1715874622.319"..., 36) = 36
359712 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
359712 write(1, "#*# REQ_SEND\n", 13)   = 13
359712 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359712 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359703 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359703 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359703 write(1, "*#* RES_REC\n", 12)    = 12
359703 write(8, "REC_DATA_SIZE=12310\n", 20) = 20
359703 write(3, "INFO:werkzeug:REC_DATA_SIZE=1231"..., 34) = 34
359703 write(11, "[{\"Name\": \"The Code: The Assiduo"..., 12261) = 12261
359703 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359703 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359703 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359709 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359709 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359709 write(1, "*#* RES_REC\n", 12)    = 12
359709 write(8, "REC_DATA_SIZE=12071\n", 20) = 20
359709 write(3, "INFO:werkzeug:REC_DATA_SIZE=1207"..., 34) = 34
359709 write(10, "[{\"Name\": \"Donde los \\u00c3\\u00a"..., 12022) = 12022
359709 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359709 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359709 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359715 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
359715 write(8, "LOG_START_wsgi ,TS=1715874622.41"..., 38) = 38
359715 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359715 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359716 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359715 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359716 write(8, "LOG_START_wsgi ,TS=1715874622.41"..., 38) = 38
359716 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359715 write(8, "PID = \n358864\n", 14) = 14
359715 write(3, "INFO:werkzeug:PID = \n358864\n", 28 <unfinished ...>
359716 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
359716 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359715 write(8, "TID = \n359715\n", 14) = 14
359715 write(3, "INFO:werkzeug:TID = \n359715\n", 28 <unfinished ...>
359716 write(8, "PID = \n358864\n", 14 <unfinished ...>
359716 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359715 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359715 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359716 write(8, "TID = \n359716\n", 14 <unfinished ...>
359716 write(3, "INFO:werkzeug:TID = \n359716\n", 28) = 28
359715 write(8, "LOG_STOP_wsgi, TS=1715874622.410"..., 37) = 37
359715 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359716 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359715 write(1, "#*# REQ_SEND\n", 13)   = 13
359716 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359715 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359716 write(8, "LOG_STOP_wsgi, TS=1715874622.412"..., 37) = 37
359716 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359716 write(1, "#*# REQ_SEND\n", 13)   = 13
359715 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359716 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359716 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359724 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359724 write(8, "LOG_START_wsgi ,TS=1715874622.48"..., 38) = 38
359722 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359724 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359722 write(8, "LOG_START_wsgi ,TS=1715874622.48"..., 38) = 38
359721 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359721 write(8, "LOG_START_wsgi ,TS=1715874622.48"..., 38) = 38
359723 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359722 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359724 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359721 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359723 write(8, "LOG_START_wsgi ,TS=1715874622.48"..., 38) = 38
359721 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359724 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359722 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359721 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359724 write(8, "PID = \n358864\n", 14) = 14
359723 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359721 write(8, "PID = \n358864\n", 14) = 14
359722 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359723 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359724 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359722 write(8, "PID = \n358864\n", 14) = 14
359724 write(8, "TID = \n359724\n", 14) = 14
359721 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359721 write(8, "TID = \n359721\n", 14) = 14
359723 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359723 write(8, "PID = \n358864\n", 14) = 14
359722 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359722 write(8, "TID = \n359722\n", 14) = 14
359724 write(3, "INFO:werkzeug:TID = \n359724\n", 28) = 28
359724 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359721 write(3, "INFO:werkzeug:TID = \n359721\n", 28) = 28
359721 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359723 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359723 write(8, "TID = \n359723\n", 14) = 14
359722 write(3, "INFO:werkzeug:TID = \n359722\n", 28) = 28
359722 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359724 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359724 write(8, "LOG_STOP_wsgi, TS=1715874622.486"..., 37) = 37
359721 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359721 write(8, "LOG_STOP_wsgi, TS=1715874622.488"..., 37) = 37
359723 write(3, "INFO:werkzeug:TID = \n359723\n", 28) = 28
359723 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359722 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359722 write(8, "LOG_STOP_wsgi, TS=1715874622.487"..., 37) = 37
359724 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359724 write(1, "#*# REQ_SEND\n", 13)   = 13
359721 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359724 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359721 write(1, "#*# REQ_SEND\n", 13)   = 13
359723 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359723 write(8, "LOG_STOP_wsgi, TS=1715874622.489"..., 37) = 37
359721 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359722 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359722 write(1, "#*# REQ_SEND\n", 13)   = 13
359723 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359722 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359724 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359723 write(1, "#*# REQ_SEND\n", 13)   = 13
359723 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359721 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359722 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359723 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359712 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359712 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359712 write(1, "*#* RES_REC\n", 12)    = 12
359712 write(8, "REC_DATA_SIZE=12120\n", 20) = 20
359712 write(3, "INFO:werkzeug:REC_DATA_SIZE=1212"..., 34) = 34
359712 write(13, "[{\"Name\": \"\\u00e0\\u00aa\\u00b8\\u0"..., 12071) = 12071
359712 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359712 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359712 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359715 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359715 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359715 write(1, "*#* RES_REC\n", 12)    = 12
359715 write(8, "REC_DATA_SIZE=12139\n", 20) = 20
359715 write(3, "INFO:werkzeug:REC_DATA_SIZE=1213"..., 34) = 34
359715 write(12, "[{\"Name\": \"Amped\", \"Rating\": \"1."..., 12090) = 12090
359715 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359715 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359715 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359716 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359716 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359716 write(1, "*#* RES_REC\n", 12)    = 12
359716 write(8, "REC_DATA_SIZE=12126\n", 20) = 20
359716 write(3, "INFO:werkzeug:REC_DATA_SIZE=1212"..., 34) = 34
359716 write(10, "[{\"Name\": \"Doctor Who: The Widow"..., 12077) = 12077
359716 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359716 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359716 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359733 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359733 write(8, "LOG_START_wsgi ,TS=1715874623.37"..., 38) = 38
359733 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359733 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359733 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359733 write(8, "PID = \n358864\n", 14) = 14
359733 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359733 write(8, "TID = \n359733\n", 14) = 14
359733 write(3, "INFO:werkzeug:TID = \n359733\n", 28) = 28
359733 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359733 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
359733 write(8, "LOG_STOP_wsgi, TS=1715874623.372"..., 37) = 37
359733 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359733 write(1, "#*# REQ_SEND\n", 13)   = 13
359733 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359733 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359724 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359724 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359724 write(1, "*#* RES_REC\n", 12)    = 12
359724 write(8, "REC_DATA_SIZE=11873\n", 20) = 20
359724 write(3, "INFO:werkzeug:REC_DATA_SIZE=1187"..., 34) = 34
359721 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359721 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359724 write(12, "[{\"Name\": \"Jim Averbeck Presents"..., 11824 <unfinished ...>
359721 write(1, "*#* RES_REC\n", 12 <unfinished ...>
359721 write(8, "REC_DATA_SIZE=12614\n", 20) = 20
359721 write(3, "INFO:werkzeug:REC_DATA_SIZE=1261"..., 34 <unfinished ...>
359724 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359724 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359724 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359721 write(12, "[{\"Name\": \"Harbinger\", \"Rating\":"..., 12565 <unfinished ...>
359721 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359721 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359722 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93 <unfinished ...>
359721 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359722 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359722 write(1, "*#* RES_REC\n", 12 <unfinished ...>
359722 write(8, "REC_DATA_SIZE=11679\n", 20) = 20
359722 write(3, "INFO:werkzeug:REC_DATA_SIZE=1167"..., 34) = 34
359722 write(12, "[{\"Name\": \"Creatures of a Day: A"..., 11630) = 11630
359722 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359722 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359722 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359723 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359723 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359723 write(1, "*#* RES_REC\n", 12)    = 12
359723 write(8, "REC_DATA_SIZE=12207\n", 20) = 20
359723 write(3, "INFO:werkzeug:REC_DATA_SIZE=1220"..., 34) = 34
359723 write(12, "[{\"Name\": \"Chatham by Air\", \"Rat"..., 12158) = 12158
359723 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
359723 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
359723 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
359736 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359736 write(8, "LOG_START_wsgi ,TS=1715874623.43"..., 38) = 38
359736 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359736 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
359737 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
359736 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359737 write(8, "LOG_START_wsgi ,TS=1715874623.43"..., 38) = 38
359737 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
359736 write(8, "PID = \n358864\n", 14) = 14
359736 write(3, "INFO:werkzeug:PID = \n358864\n", 28 <unfinished ...>
359737 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
359737 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
359736 write(8, "TID = \n359736\n", 14) = 14
359736 write(3, "INFO:werkzeug:TID = \n359736\n", 28 <unfinished ...>
359737 write(8, "PID = \n358864\n", 14 <unfinished ...>
359737 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
359736 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
359736 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359737 write(8, "TID = \n359737\n", 14 <unfinished ...>
359737 write(3, "INFO:werkzeug:TID = \n359737\n", 28) = 28
359736 write(8, "LOG_STOP_wsgi, TS=1715874623.432"..., 37) = 37
359736 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
359737 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
359736 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
359737 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
359736 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359737 write(8, "LOG_STOP_wsgi, TS=1715874623.434"..., 37) = 37
359737 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
359737 write(1, "#*# REQ_SEND\n", 13)   = 13
359736 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359737 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
359737 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
359733 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
359733 write(2, "{\"message\": \"Response <Response "..., 202) = 202
359733 write(1, "*#* RES_REC\n", 12)    = 12
