425578 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425578 write(8, "LOG_START_wsgi ,TS=1715882229.06"..., 38) = 38
425658 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425664 write(3, "INFO:werkzeug:TID = \n425664\n", 28) = 28
425664 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425663 write(3, "INFO:werkzeug:TID = \n425663\n", 28) = 28
425663 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425653 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425663 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425663 write(8, "LOG_STOP_wsgi, TS=1715882230.303"..., 37) = 37
425661 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425661 write(1, "#*# REQ_SEND\n", 13)   = 13
425663 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425661 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425654 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425663 write(1, "#*# REQ_SEND\n", 13)   = 13
425658 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425654 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425653 write(21, "\"{}\"", 4)           = 4
425664 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425654 write(1, "*#* RES_REC\n", 12)    = 12
425663 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425654 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425662 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425664 write(8, "LOG_STOP_wsgi, TS=1715882230.305"..., 37) = 37
425660 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425660 write(1, "#*# REQ_SEND\n", 13)   = 13
425662 write(8, "LOG_STOP_wsgi, TS=1715882230.301"..., 37) = 37
425661 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425660 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425656 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425656 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425656 write(1, "*#* RES_REC\n", 12)    = 12
425653 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425656 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425654 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425653 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425663 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425664 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425664 write(1, "#*# REQ_SEND\n", 13)   = 13
425662 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425664 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425662 write(1, "#*# REQ_SEND\n", 13)   = 13
425660 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425662 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425656 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425654 write(12, "\"{}\"", 4)           = 4
425653 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425664 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425662 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425656 write(12, "\"{}\"", 4)           = 4
425658 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425658 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425654 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425658 write(1, "*#* RES_REC\n", 12)    = 12
425658 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425656 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425654 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425658 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425656 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425654 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425656 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425658 write(9, "\"{}\"", 4)            = 4
425658 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425658 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425658 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425661 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425661 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425661 write(1, "*#* RES_REC\n", 12)    = 12
425661 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425661 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425661 write(9, "\"{}\"", 4)            = 4
425663 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425661 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
425663 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425661 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425663 write(1, "*#* RES_REC\n", 12)    = 12
425661 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425663 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425663 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
425663 write(9, "\"{}\"", 4)            = 4
425663 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425663 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425663 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425660 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425660 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425660 write(1, "*#* RES_REC\n", 12)    = 12
425660 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425660 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425664 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425660 write(9, "\"{}\"", 4)            = 4
425664 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425664 write(1, "*#* RES_REC\n", 12)    = 12
425660 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425664 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425664 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425660 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425660 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425664 write(9, "\"{}\"", 4)            = 4
425664 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425664 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425664 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425662 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425662 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425662 write(1, "*#* RES_REC\n", 12)    = 12
425662 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425662 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425662 write(9, "\"{}\"", 4)            = 4
425662 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425662 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425662 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425711 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
425711 write(8, "LOG_START_wsgi ,TS=1715882231.34"..., 37) = 37
425711 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425711 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425711 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425711 write(8, "PID = \n425109\n", 14) = 14
425711 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425711 write(8, "TID = \n425711\n", 14) = 14
425711 write(3, "INFO:werkzeug:TID = \n425711\n", 28) = 28
425711 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425711 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425711 write(8, "LOG_STOP_wsgi, TS=1715882231.349"..., 36) = 36
425711 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425711 write(1, "#*# REQ_SEND\n", 13)   = 13
425711 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425711 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425711 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425711 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425711 write(1, "*#* RES_REC\n", 12)    = 12
425711 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425711 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425711 write(11, "\"{}\"", 4)           = 4
425711 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425711 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425711 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425714 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425714 write(8, "LOG_START_wsgi ,TS=1715882231.36"..., 38) = 38
425714 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425714 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425714 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425714 write(8, "PID = \n425109\n", 14) = 14
425714 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425714 write(8, "TID = \n425714\n", 14) = 14
425714 write(3, "INFO:werkzeug:TID = \n425714\n", 28) = 28
425714 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425714 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425714 write(8, "LOG_STOP_wsgi, TS=1715882231.365"..., 37) = 37
425714 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425714 write(1, "#*# REQ_SEND\n", 13)   = 13
425714 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425714 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425717 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
425717 write(8, "LOG_START_wsgi ,TS=1715882231.37"..., 38 <unfinished ...>
425717 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425717 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425717 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
425718 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425717 write(8, "PID = \n425109\n", 14) = 14
425717 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425719 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425718 write(8, "LOG_START_wsgi ,TS=1715882231.37"..., 38) = 38
425718 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425717 write(8, "TID = \n425717\n", 14) = 14
425719 write(8, "LOG_START_wsgi ,TS=1715882231.37"..., 38 <unfinished ...>
425714 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89 <unfinished ...>
425718 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425717 write(3, "INFO:werkzeug:TID = \n425717\n", 28) = 28
425717 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425719 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425714 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425714 write(1, "*#* RES_REC\n", 12 <unfinished ...>
425718 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
425719 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425717 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425714 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425719 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425718 write(8, "PID = \n425109\n", 14) = 14
425714 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
425717 write(8, "LOG_STOP_wsgi, TS=1715882231.371"..., 37 <unfinished ...>
425718 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425719 write(8, "PID = \n425109\n", 14) = 14
425718 write(8, "TID = \n425718\n", 14) = 14
425717 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425714 write(9, "\"{}\"", 4 <unfinished ...>
425717 write(1, "#*# REQ_SEND\n", 13)   = 13
425717 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425719 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425719 write(8, "TID = \n425719\n", 14) = 14
425718 write(3, "INFO:werkzeug:TID = \n425718\n", 28) = 28
425718 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425714 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425714 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425717 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425719 write(3, "INFO:werkzeug:TID = \n425719\n", 28) = 28
425719 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425718 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425718 write(8, "LOG_STOP_wsgi, TS=1715882231.373"..., 37) = 37
425714 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425719 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
425719 write(8, "LOG_STOP_wsgi, TS=1715882231.375"..., 37) = 37
425718 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425718 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
425719 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425718 write(2, "{\"message\": \"Get with url http:/"..., 353 <unfinished ...>
425719 write(1, "#*# REQ_SEND\n", 13)   = 13
425719 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425718 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425722 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425719 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425722 write(8, "LOG_START_wsgi ,TS=1715882231.38"..., 38 <unfinished ...>
425722 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425722 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425722 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425723 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425722 write(8, "PID = \n425109\n", 14) = 14
425717 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425723 write(8, "LOG_START_wsgi ,TS=1715882231.39"..., 38) = 38
425722 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425717 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425717 write(1, "*#* RES_REC\n", 12)    = 12
425722 write(8, "TID = \n425722\n", 14) = 14
425726 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
425723 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425717 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425722 write(3, "INFO:werkzeug:TID = \n425722\n", 28) = 28
425726 write(8, "LOG_START_wsgi ,TS=1715882231.39"..., 37) = 37
425717 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425727 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
425723 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425726 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425722 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
425723 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
425727 write(8, "LOG_START_wsgi ,TS=1715882231.39"..., 37) = 37
425722 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425726 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425722 write(8, "LOG_STOP_wsgi, TS=1715882231.389"..., 37) = 37
425727 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425717 write(19, "\"{}\"", 4)           = 4
425723 write(8, "PID = \n425109\n", 14 <unfinished ...>
425726 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
425723 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425727 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425722 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425722 write(1, "#*# REQ_SEND\n", 13)   = 13
425726 write(8, "PID = \n425109\n", 14) = 14
425722 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425723 write(8, "TID = \n425723\n", 14) = 14
425717 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425717 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425727 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425727 write(8, "PID = \n425109\n", 14) = 14
425726 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425730 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
425726 write(8, "TID = \n425726\n", 14) = 14
425723 write(3, "INFO:werkzeug:TID = \n425723\n", 28) = 28
425730 write(8, "LOG_START_wsgi ,TS=1715882231.40"..., 37) = 37
425722 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425717 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425723 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425727 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
425727 write(8, "TID = \n425727\n", 14) = 14
425718 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425726 write(3, "INFO:werkzeug:TID = \n425726\n", 28) = 28
425726 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425718 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425719 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425718 write(1, "*#* RES_REC\n", 12)    = 12
425718 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425718 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425719 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425723 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425719 write(1, "*#* RES_REC\n", 12)    = 12
425723 write(8, "LOG_STOP_wsgi, TS=1715882231.392"..., 37) = 37
425719 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425727 write(3, "INFO:werkzeug:TID = \n425727\n", 28) = 28
425726 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425730 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425727 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425718 write(12, "\"{}\"", 4)           = 4
425726 write(8, "LOG_STOP_wsgi, TS=1715882231.395"..., 36) = 36
425723 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425723 write(1, "#*# REQ_SEND\n", 13)   = 13
425730 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425723 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425719 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425727 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425726 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425726 write(1, "#*# REQ_SEND\n", 13)   = 13
425727 write(8, "LOG_STOP_wsgi, TS=1715882231.398"..., 36) = 36
425718 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425726 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425718 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425719 write(12, "\"{}\"", 4)           = 4
425730 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425730 write(8, "PID = \n425109\n", 14) = 14
425723 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425722 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425727 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425727 write(1, "#*# REQ_SEND\n", 13)   = 13
425722 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425718 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425722 write(1, "*#* RES_REC\n", 12)    = 12
425727 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425722 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425726 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425730 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
425730 write(8, "TID = \n425730\n", 14 <unfinished ...>
425719 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425722 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425719 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425727 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425730 write(3, "INFO:werkzeug:TID = \n425730\n", 28) = 28
425722 write(13, "\"{}\"", 4)           = 4
425730 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425719 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425722 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91 <unfinished ...>
425722 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425730 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425730 write(8, "LOG_STOP_wsgi, TS=1715882231.406"..., 36) = 36
425722 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425730 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
425730 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
425730 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425730 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425723 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425723 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425723 write(1, "*#* RES_REC\n", 12)    = 12
425723 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425723 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425723 write(12, "\"{}\"", 4)           = 4
425723 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
425723 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425723 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425726 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425726 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425726 write(1, "*#* RES_REC\n", 12)    = 12
425726 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425726 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425726 write(12, "\"{}\"", 4)           = 4
425726 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425726 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425726 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425727 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425727 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425727 write(1, "*#* RES_REC\n", 12)    = 12
425727 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425727 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425727 write(12, "\"{}\"", 4)           = 4
425727 write(3, "INFO:jaeger_tracing:Reporting sp"..., 89) = 89
425727 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425727 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425730 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
